<?xml version="1.0" encoding="windows-1251"?>
<ArrayOfCardInfo>
	<CardInfo>
		<CardClass>Insect</CardClass>
		<ImagePath>Insect/1vip</ImagePath>
		<Health>4</Health>
		<Shield>4</Shield>
		<Attack>4</Attack>
		<Name>Alpha-philanthus</Name>
		<Description>Add damage to allies</Description>
		<BattleCryName />
		<DeathRattleName />
		<AuraName>
			<string>DMGBufAura</string>
		</AuraName>
		<valueBatterCry>0</valueBatterCry>
		<valueDeathRattle>0</valueDeathRattle>
		<valueAura>0</valueAura>
		<CardID>b87e8255-df94-403d-8051-b201dd54c616</CardID>
	</CardInfo>
	<CardInfo>
		<CardClass>Insect</CardClass>
		<ImagePath>Insect/1vip</ImagePath>
		<Health>4</Health>
		<Shield>4</Shield>
		<Attack>4</Attack>
		<Name>Alpha-philanthus</Name>
		<Description>Add damage to allies</Description>
		<BattleCryName />
		<DeathRattleName />
		<AuraName>
			<string>DMGBufAura</string>
		</AuraName>
		<valueBatterCry>0</valueBatterCry>
		<valueDeathRattle>0</valueDeathRattle>
		<valueAura>0</valueAura>
		<CardID>b87e8255-df94-403d-8051-b201dd54c616</CardID>
	</CardInfo>
	<CardInfo>
		<CardClass>Insect</CardClass>
		<ImagePath>Insect/1vip</ImagePath>
		<Health>4</Health>
		<Shield>4</Shield>
		<Attack>4</Attack>
		<Name>Alpha-philanthus</Name>
		<Description>Add damage to allies</Description>
		<BattleCryName />
		<DeathRattleName />
		<AuraName>
			<string>DMGBufAura</string>
		</AuraName>
		<valueBatterCry>0</valueBatterCry>
		<valueDeathRattle>0</valueDeathRattle>
		<valueAura>0</valueAura>
		<CardID>b87e8255-df94-403d-8051-b201dd54c616</CardID>
	</CardInfo>
	<CardInfo>
		<CardClass>Insect</CardClass>
		<ImagePath>Insect/1vip</ImagePath>
		<Health>4</Health>
		<Shield>4</Shield>
		<Attack>4</Attack>
		<Name>Alpha-philanthus</Name>
		<Description>Add damage to allies</Description>
		<BattleCryName />
		<DeathRattleName />
		<AuraName>
			<string>DMGBufAura</string>
		</AuraName>
		<valueBatterCry>0</valueBatterCry>
		<valueDeathRattle>0</valueDeathRattle>
		<valueAura>0</valueAura>
		<CardID>b87e8255-df94-403d-8051-b201dd54c616</CardID>
	</CardInfo>
	<CardInfo>
		<CardClass>Insect</CardClass>
		<ImagePath>Insect/1vip</ImagePath>
		<Health>4</Health>
		<Shield>4</Shield>
		<Attack>4</Attack>
		<Name>Alpha-philanthus</Name>
		<Description>Add damage to allies</Description>
		<BattleCryName />
		<DeathRattleName />
		<AuraName>
			<string>DMGBufAura</string>
		</AuraName>
		<valueBatterCry>0</valueBatterCry>
		<valueDeathRattle>0</valueDeathRattle>
		<valueAura>0</valueAura>
		<CardID>b87e8255-df94-403d-8051-b201dd54c616</CardID>
	</CardInfo>
	<CardInfo>
		<CardClass>Insect</CardClass>
		<ImagePath>Insect/1vip</ImagePath>
		<Health>4</Health>
		<Shield>4</Shield>
		<Attack>4</Attack>
		<Name>Alpha-philanthus</Name>
		<Description>Add damage to allies</Description>
		<BattleCryName />
		<DeathRattleName />
		<AuraName>
			<string>DMGBufAura</string>
		</AuraName>
		<valueBatterCry>0</valueBatterCry>
		<valueDeathRattle>0</valueDeathRattle>
		<valueAura>0</valueAura>
		<CardID>b87e8255-df94-403d-8051-b201dd54c616</CardID>
	</CardInfo>
	<CardInfo>
		<CardClass>Insect</CardClass>
		<ImagePath>Insect/1vip</ImagePath>
		<Health>4</Health>
		<Shield>4</Shield>
		<Attack>4</Attack>
		<Name>Alpha-philanthus</Name>
		<Description>Add damage to allies</Description>
		<BattleCryName />
		<DeathRattleName />
		<AuraName>
			<string>DMGBufAura</string>
		</AuraName>
		<valueBatterCry>0</valueBatterCry>
		<valueDeathRattle>0</valueDeathRattle>
		<valueAura>0</valueAura>
		<CardID>b87e8255-df94-403d-8051-b201dd54c616</CardID>
	</CardInfo>
	<CardInfo>
		<CardClass>Insect</CardClass>
		<ImagePath>Insect/1vip</ImagePath>
		<Health>4</Health>
		<Shield>4</Shield>
		<Attack>4</Attack>
		<Name>Alpha-philanthus</Name>
		<Description>Add damage to allies</Description>
		<BattleCryName />
		<DeathRattleName />
		<AuraName>
			<string>DMGBufAura</string>
		</AuraName>
		<valueBatterCry>0</valueBatterCry>
		<valueDeathRattle>0</valueDeathRattle>
		<valueAura>0</valueAura>
		<CardID>b87e8255-df94-403d-8051-b201dd54c616</CardID>
	</CardInfo>
	<CardInfo>
		<CardClass>Insect</CardClass>
		<ImagePath>Insect/1vip</ImagePath>
		<Health>4</Health>
		<Shield>4</Shield>
		<Attack>4</Attack>
		<Name>Alpha-philanthus</Name>
		<Description>Add damage to allies</Description>
		<BattleCryName />
		<DeathRattleName />
		<AuraName>
			<string>DMGBufAura</string>
		</AuraName>
		<valueBatterCry>0</valueBatterCry>
		<valueDeathRattle>0</valueDeathRattle>
		<valueAura>0</valueAura>
		<CardID>b87e8255-df94-403d-8051-b201dd54c616</CardID>
	</CardInfo>
	<CardInfo>
		<CardClass>Insect</CardClass>
		<ImagePath>Insect/1vip</ImagePath>
		<Health>4</Health>
		<Shield>4</Shield>
